customer_id,customer_state,signup_date
CUST_01871,SC,2022-04-24
CUST_01872,SP,2022-08-25
CUST_01873,RJ,2022-06-23
CUST_01874,BA,2022-09-12
CUST_01875,PR,2022-10-04
CUST_01876,RJ,2022-12-01
CUST_01877,MG,2022-03-10
CUST_01878,RJ,2022-11-22
CUST_01879,SP,2022-08-18
CUST_01880,MG,2022-03-08
CUST_01881,RS,2022-10-31
CUST_01882,GO,2022-02-05
CUST_01883,MG,2022-06-08
CUST_01884,PR,2022-05-29
CUST_01885,SP,2022-01-27
CUST_01886,RJ,2022-03-13
CUST_01887,SP,2022-09-05
CUST_01888,SP,2022-04-11
CUST_01889,PR,2022-07-09
CUST_01890,Other,2022-04-06
CUST_01891,SP,2022-10-09
CUST_01892,SP,2022-11-18
CUST_01893,SC,2022-10-05
CUST_01894,SP,2022-01-17
CUST_01895,MG,2022-09-20
CUST_01896,PR,2022-04-17
CUST_01897,MG,2022-03-09
CUST_01898,SP,2022-05-08
CUST_01899,SP,2022-10-20
CUST_01900,SC,2022-10-21
CUST_01901,MG,2022-04-06
CUST_01902,SP,2022-01-01
CUST_01903,PR,2022-10-25
CUST_01904,SP,2022-06-29
CUST_01905,PR,2022-06-30
CUST_01906,SP,2022-08-23
CUST_01907,CE,2022-11-15
CUST_01908,SP,2022-12-03
CUST_01909,SP,2022-01-08
CUST_01910,SP,2022-01-27
CUST_01911,SP,2022-11-04
CUST_01912,GO,2022-05-26
CUST_01913,Other,2022-04-01
CUST_01914,SP,2022-12-08
CUST_01915,RJ,2022-09-29
CUST_01916,PR,2022-11-18
CUST_01917,GO,2022-01-05
CUST_01918,MG,2022-03-23
CUST_01919,SP,2022-08-07
CUST_01920,SP,2022-04-28
CUST_01921,RS,2022-03-22
CUST_01922,SP,2022-03-11
CUST_01923,MG,2022-04-25
CUST_01924,SP,2022-09-20
CUST_01925,SC,2022-11-02
CUST_01926,SP,2022-05-22
CUST_01927,MG,2022-07-26
CUST_01928,RJ,2022-04-21
CUST_01929,MG,2022-10-30
CUST_01930,SP,2022-04-22
CUST_01931,MG,2022-02-12
CUST_01932,MG,2022-12-13
CUST_01933,MG,2022-10-12
CUST_01934,MG,2022-05-08
CUST_01935,RS,2022-07-04
CUST_01936,SC,2022-08-17
CUST_01937,SP,2022-08-09
CUST_01938,SC,2022-12-18
CUST_01939,RJ,2022-04-27
CUST_01940,SP,2022-03-11
CUST_01941,SP,2022-03-11
CUST_01942,SP,2022-04-20
CUST_01943,SC,2022-05-12
CUST_01944,RS,2022-02-25
CUST_01945,SC,2022-03-30
CUST_01946,RJ,2022-05-17
CUST_01947,RJ,2022-05-11
CUST_01948,SP,2022-08-06
CUST_01949,SP,2022-06-25
CUST_01950,RJ,2022-06-20
CUST_01951,SP,2022-04-10
CUST_01952,SP,2022-05-09
CUST_01953,MG,2022-02-26
CUST_01954,PR,2022-06-30
CUST_01955,Other,2022-09-03
CUST_01956,PE,2022-05-24
CUST_01957,MG,2022-02-20
CUST_01958,RJ,2022-08-06
CUST_01959,MG,2022-04-14
CUST_01960,SC,2022-02-24
CUST_01961,SP,2022-09-14
CUST_01962,SP,2022-12-12
CUST_01963,BA,2022-06-05
CUST_01964,SP,2022-02-22
CUST_01965,MG,2022-11-25
CUST_01966,MG,2022-07-06
CUST_01967,SP,2022-12-30
CUST_01968,SP,2022-05-30
CUST_01969,SP,2022-09-21
CUST_01970,SP,2022-09-07
CUST_01971,SP,2022-10-25
CUST_01972,BA,2022-07-30
CUST_01973,SP,2022-01-25
CUST_01974,RJ,2022-10-21
CUST_01975,SP,2022-12-07
CUST_01976,CE,2022-06-01
CUST_01977,SP,2022-01-24
CUST_01978,RJ,2022-09-09
CUST_01979,GO,2022-03-01
CUST_01980,BA,2022-03-07
CUST_01981,SP,2022-02-22
CUST_01982,SC,2022-04-16
CUST_01983,RJ,2022-04-06
CUST_01984,RJ,2022-06-25
CUST_01985,SP,2022-02-08
CUST_01986,SP,2022-06-17
CUST_01987,PR,2022-02-11
CUST_01988,RJ,2022-04-14
CUST_01989,RJ,2022-11-29
CUST_01990,PR,2022-07-23
CUST_01991,PR,2022-01-08
CUST_01992,SP,2022-10-09
CUST_01993,MG,2022-02-12
CUST_01994,SP,2022-04-20
CUST_01995,PR,2022-07-29
CUST_01996,MG,2022-08-25
CUST_01997,CE,2022-12-22
CUST_01998,SP,2022-11-15
CUST_01999,SP,2022-02-18
CUST_02000,SP,2022-04-25
CUST_02001,SP,2022-06-04
CUST_02002,SP,2022-05-17
CUST_02003,ES,2022-06-16
CUST_02004,SP,2022-11-17
CUST_02005,SP,2022-07-18
CUST_02006,PR,2022-03-12
CUST_02007,RJ,2022-01-07
CUST_02008,PR,2022-07-19
CUST_02009,SP,2022-12-02
CUST_02010,RJ,2022-03-08
CUST_02011,SP,2022-05-18
CUST_02012,SP,2022-08-30
CUST_02013,ES,2022-08-01
CUST_02014,SP,2022-06-30
CUST_02015,RJ,2022-09-11
CUST_02016,SP,2022-04-11
CUST_02017,SP,2022-12-17
CUST_02018,GO,2022-03-28
CUST_02019,SP,2022-07-04
CUST_02020,RS,2022-04-01
CUST_02021,Other,2022-09-05
CUST_02022,MG,2022-08-02
CUST_02023,PE,2022-12-25
CUST_02024,SP,2022-09-06
CUST_02025,SP,2022-05-06
CUST_02026,SP,2022-01-04
CUST_02027,PR,2022-03-29
CUST_02028,Other,2022-05-31
CUST_02029,SP,2022-06-25
CUST_02030,MG,2022-07-30
CUST_02031,SP,2022-09-16
CUST_02032,MG,2022-04-01
CUST_02033,RJ,2022-09-16
CUST_02034,Other,2022-07-10
CUST_02035,MG,2022-03-22
CUST_02036,SP,2022-05-18
CUST_02037,SP,2022-12-16
CUST_02038,SP,2022-05-06
CUST_02039,SP,2022-12-22
CUST_02040,SP,2022-11-05
CUST_02041,BA,2022-12-09
CUST_02042,MG,2022-08-18
CUST_02043,RJ,2022-12-11
CUST_02044,SP,2022-11-06
CUST_02045,BA,2022-01-20
CUST_02046,PR,2022-02-18
CUST_02047,SP,2022-05-15
CUST_02048,RS,2022-01-29
CUST_02049,RJ,2022-02-17
CUST_02050,SP,2022-09-26
CUST_02051,RJ,2022-01-03
CUST_02052,RJ,2022-09-15
CUST_02053,SP,2022-01-16
CUST_02054,CE,2022-04-04
CUST_02055,BA,2022-12-24
CUST_02056,RS,2022-05-14
CUST_02057,RJ,2022-10-28
CUST_02058,SP,2022-11-23
CUST_02059,MG,2022-05-13
CUST_02060,RJ,2022-11-08
CUST_02061,SP,2022-02-01
CUST_02062,RJ,2022-11-01
CUST_02063,SC,2022-09-26
CUST_02064,RJ,2022-01-25
CUST_02065,SP,2022-11-12
CUST_02066,SC,2022-02-28
CUST_02067,SP,2022-08-01
CUST_02068,SP,2022-06-05
CUST_02069,SP,2022-11-10
CUST_02070,SP,2022-10-03
CUST_02071,PR,2022-07-29
CUST_02072,RJ,2022-02-26
CUST_02073,SP,2022-07-04
CUST_02074,GO,2022-02-23
CUST_02075,GO,2022-07-28
CUST_02076,GO,2022-12-08
CUST_02077,SP,2022-10-20
CUST_02078,RJ,2022-12-06
CUST_02079,Other,2022-10-31
CUST_02080,PR,2022-09-09
CUST_02081,SP,2022-10-31
CUST_02082,SP,2022-04-22
CUST_02083,RJ,2022-01-06
CUST_02084,ES,2022-07-10
CUST_02085,RJ,2022-11-30
CUST_02086,RJ,2022-10-06
CUST_02087,SP,2022-12-06
CUST_02088,MG,2022-01-13
CUST_02089,SC,2022-10-30
CUST_02090,SP,2022-02-13
CUST_02091,PR,2022-04-15
CUST_02092,Other,2022-06-09
CUST_02093,SP,2022-06-03
CUST_02094,RJ,2022-08-30
CUST_02095,SP,2022-06-30
CUST_02096,SC,2022-01-14
CUST_02097,MG,2022-06-29
CUST_02098,MG,2022-10-19
CUST_02099,SC,2022-09-21
CUST_02100,SP,2022-06-17
CUST_02101,ES,2022-08-02
CUST_02102,RJ,2022-05-30
CUST_02103,SP,2022-01-16
CUST_02104,RS,2022-04-01
CUST_02105,SC,2022-04-30
CUST_02106,SP,2022-09-10
CUST_02107,BA,2022-03-01
CUST_02108,ES,2022-09-23
CUST_02109,SP,2022-01-31
CUST_02110,Other,2022-01-21
CUST_02111,SP,2022-08-07
CUST_02112,SP,2022-03-22
CUST_02113,SP,2022-10-16
CUST_02114,GO,2022-01-31
CUST_02115,MG,2022-08-22
CUST_02116,SP,2022-02-05
CUST_02117,RJ,2022-05-12
CUST_02118,MG,2022-11-20
CUST_02119,SP,2022-12-12
CUST_02120,GO,2022-05-12
CUST_02121,SC,2022-01-09
CUST_02122,RJ,2022-01-30
CUST_02123,Other,2022-04-25
CUST_02124,SP,2022-10-28
CUST_02125,Other,2022-01-04
CUST_02126,RS,2022-11-21
CUST_02127,MG,2022-08-25
CUST_02128,SP,2022-01-23
CUST_02129,GO,2022-01-16
CUST_02130,RJ,2022-01-22
CUST_02131,SP,2022-03-13
CUST_02132,SP,2022-10-31
CUST_02133,MG,2022-08-18
CUST_02134,RJ,2022-04-17
CUST_02135,RS,2022-07-27
CUST_02136,GO,2022-07-27
CUST_02137,SP,2022-09-20
CUST_02138,PR,2022-02-20
CUST_02139,SP,2022-03-06
CUST_02140,BA,2022-09-22
CUST_02141,SC,2022-12-04
CUST_02142,RJ,2022-10-28
CUST_02143,RS,2022-06-24
CUST_02144,SP,2022-06-01
CUST_02145,RJ,2022-09-23
CUST_02146,SC,2022-11-25
CUST_02147,RJ,2022-10-31
CUST_02148,SP,2022-06-12
CUST_02149,RJ,2022-12-09
CUST_02150,SC,2022-08-26
CUST_02151,SP,2022-07-18
CUST_02152,SP,2022-01-16
CUST_02153,RS,2022-11-05
CUST_02154,SC,2022-10-23
CUST_02155,SP,2022-12-22
CUST_02156,SP,2022-10-03
CUST_02157,SP,2022-08-27
CUST_02158,SP,2022-03-10
CUST_02159,RJ,2022-10-28
CUST_02160,PR,2022-01-06
CUST_02161,MG,2022-08-08
CUST_02162,MG,2022-09-11
CUST_02163,SP,2022-10-22
CUST_02164,BA,2022-12-24
CUST_02165,RJ,2022-04-17
CUST_02166,Other,2022-10-22
CUST_02167,MG,2022-04-28
CUST_02168,SP,2022-06-17
CUST_02169,RS,2022-09-08
CUST_02170,SP,2022-03-23
CUST_02171,RS,2022-02-23
CUST_02172,SP,2022-08-28
CUST_02173,SP,2022-01-12
CUST_02174,BA,2022-07-28
CUST_02175,SP,2022-06-14
CUST_02176,BA,2022-10-21
CUST_02177,SP,2022-01-07
CUST_02178,MG,2022-03-19
CUST_02179,RS,2022-03-06
CUST_02180,RJ,2022-04-12
CUST_02181,SP,2022-12-23
CUST_02182,SP,2022-10-27
CUST_02183,SP,2022-10-14
CUST_02184,SP,2022-06-20
CUST_02185,MG,2022-03-18
CUST_02186,PE,2022-02-17
CUST_02187,GO,2022-09-12
CUST_02188,PR,2022-03-23
CUST_02189,SC,2022-07-28
CUST_02190,RS,2022-07-28
CUST_02191,SP,2022-03-25
CUST_02192,ES,2022-01-10
CUST_02193,RS,2022-01-29
CUST_02194,MG,2022-10-31
CUST_02195,SP,2022-04-26
CUST_02196,RJ,2022-09-26
CUST_02197,RJ,2022-02-16
CUST_02198,BA,2022-12-25
CUST_02199,RJ,2022-04-01
CUST_02200,SP,2022-02-22
CUST_02201,Other,2022-08-06
CUST_02202,SP,2022-12-14
CUST_02203,RJ,2022-03-18
CUST_02204,SP,2022-07-23
CUST_02205,PR,2022-02-13
CUST_02206,ES,2022-06-05
CUST_02207,SP,2022-01-02
CUST_02208,BA,2022-12-23
CUST_02209,SP,2022-11-09
CUST_02210,ES,2022-02-26
CUST_02211,PR,2022-10-17
CUST_02212,SC,2022-02-27
CUST_02213,SP,2022-09-11
CUST_02214,Other,2022-06-29
CUST_02215,PR,2022-06-06
CUST_02216,SP,2022-02-04
CUST_02217,SC,2022-03-16
CUST_02218,SP,2022-10-16
CUST_02219,GO,2022-03-16
CUST_02220,SP,2022-11-25
CUST_02221,RS,2022-03-19
CUST_02222,RJ,2022-09-12
CUST_02223,SP,2022-09-22
CUST_02224,SP,2022-10-31
CUST_02225,SP,2022-03-08
CUST_02226,RJ,2022-08-09
CUST_02227,SP,2022-06-13
CUST_02228,MG,2022-08-08
CUST_02229,SP,2022-06-21
CUST_02230,SP,2022-09-11
CUST_02231,PR,2022-07-29
CUST_02232,SP,2022-07-07
CUST_02233,ES,2022-07-10
CUST_02234,BA,2022-08-03
CUST_02235,RS,2022-03-27
CUST_02236,MG,2022-04-16
CUST_02237,GO,2022-11-28
CUST_02238,SP,2022-10-23
CUST_02239,SP,2022-01-19
CUST_02240,SP,2022-02-16
CUST_02241,SC,2022-03-06
CUST_02242,SP,2022-05-26
CUST_02243,MG,2022-10-13
CUST_02244,Other,2022-03-07
CUST_02245,BA,2022-01-05
CUST_02246,RJ,2022-04-03
CUST_02247,SP,2022-12-19
CUST_02248,BA,2022-04-04
CUST_02249,MG,2022-04-16
CUST_02250,SP,2022-05-13
CUST_02251,SP,2022-12-07
CUST_02252,ES,2022-11-10
CUST_02253,RS,2022-03-20
CUST_02254,SC,2022-07-31
CUST_02255,GO,2022-01-08
CUST_02256,MG,2022-06-08
CUST_02257,RJ,2022-09-25
CUST_02258,RJ,2022-05-29
CUST_02259,SP,2022-12-16
CUST_02260,RJ,2022-04-01
CUST_02261,PR,2022-08-24
CUST_02262,MG,2022-10-16
CUST_02263,GO,2022-12-22
CUST_02264,RJ,2022-06-17
CUST_02265,MG,2022-07-12
CUST_02266,MG,2022-07-06
CUST_02267,MG,2022-09-28
CUST_02268,RS,2022-04-24
CUST_02269,SP,2022-01-11
CUST_02270,RJ,2022-02-24
CUST_02271,SP,2022-09-15
CUST_02272,SP,2022-03-06
CUST_02273,RJ,2022-06-21
CUST_02274,MG,2022-09-29
CUST_02275,CE,2022-05-30
CUST_02276,MG,2022-12-28
CUST_02277,PR,2022-05-26
CUST_02278,RJ,2022-07-28
CUST_02279,MG,2022-10-13
CUST_02280,SP,2022-01-10
CUST_02281,SP,2022-08-15
CUST_02282,SP,2022-07-05
CUST_02283,RJ,2022-03-03
CUST_02284,SP,2022-03-26
CUST_02285,SP,2022-05-14
CUST_02286,SP,2022-11-19
CUST_02287,Other,2022-10-24
CUST_02288,SP,2022-06-20
CUST_02289,RJ,2022-08-01
CUST_02290,SP,2022-01-18
CUST_02291,MG,2022-11-10
CUST_02292,SP,2022-03-01
CUST_02293,SP,2022-03-29
CUST_02294,RJ,2022-01-27
CUST_02295,SP,2022-03-09
CUST_02296,SP,2022-10-05
CUST_02297,SP,2022-02-09
CUST_02298,SP,2022-04-19
CUST_02299,SP,2022-03-15
CUST_02300,SP,2022-03-07
CUST_02301,SC,2022-06-17
CUST_02302,MG,2022-09-19
CUST_02303,RJ,2022-10-01
CUST_02304,SP,2022-12-03
CUST_02305,PE,2022-12-24
CUST_02306,SP,2022-08-25
CUST_02307,SP,2022-08-03
CUST_02308,MG,2022-10-13
CUST_02309,SP,2022-05-29
CUST_02310,SP,2022-11-14
CUST_02311,RJ,2022-04-17
CUST_02312,GO,2022-05-21
CUST_02313,RJ,2022-03-17
CUST_02314,RS,2022-01-09
CUST_02315,Other,2022-07-15
CUST_02316,SP,2022-10-22
CUST_02317,SP,2022-10-07
CUST_02318,SP,2022-04-28
CUST_02319,RJ,2022-10-17
CUST_02320,SP,2022-03-02
CUST_02321,ES,2022-12-01
CUST_02322,RS,2022-11-02
CUST_02323,MG,2022-02-20
CUST_02324,SP,2022-02-21
CUST_02325,SC,2022-05-02
CUST_02326,CE,2022-06-16
CUST_02327,SC,2022-01-08
CUST_02328,SP,2022-02-14
CUST_02329,MG,2022-12-10
CUST_02330,SP,2022-09-02
CUST_02331,SP,2022-10-11
CUST_02332,SP,2022-04-17
CUST_02333,MG,2022-01-27
CUST_02334,RS,2022-07-12
CUST_02335,SP,2022-12-03
CUST_02336,SP,2022-12-23
CUST_02337,RJ,2022-03-03
CUST_02338,SP,2022-03-03
CUST_02339,SP,2022-10-09
CUST_02340,SP,2022-05-01
CUST_02341,PR,2022-10-07
CUST_02342,SP,2022-02-08
CUST_02343,SP,2022-10-04
CUST_02344,SP,2022-04-04
CUST_02345,CE,2022-04-25
CUST_02346,RS,2022-06-25
CUST_02347,RS,2022-05-01
CUST_02348,SP,2022-01-13
CUST_02349,MG,2022-06-12
CUST_02350,SP,2022-10-02
CUST_02351,MG,2022-06-25
CUST_02352,ES,2022-12-03
CUST_02353,MG,2022-11-20
CUST_02354,GO,2022-06-22
CUST_02355,PR,2022-10-02
CUST_02356,SP,2022-03-05
CUST_02357,ES,2022-04-11
CUST_02358,SP,2022-11-18
CUST_02359,RJ,2022-03-07
CUST_02360,SP,2022-11-27
CUST_02361,SP,2022-02-14
CUST_02362,RJ,2022-03-28
CUST_02363,SP,2022-03-08
CUST_02364,RJ,2022-09-16
CUST_02365,MG,2022-07-24
CUST_02366,SP,2022-06-27
CUST_02367,SP,2022-10-07
CUST_02368,MG,2022-12-10
CUST_02369,SP,2022-01-17
CUST_02370,PR,2022-10-23
CUST_02371,MG,2022-07-21
CUST_02372,BA,2022-06-21
CUST_02373,RS,2022-09-19
CUST_02374,RJ,2022-07-13
CUST_02375,RS,2022-05-29
CUST_02376,SP,2022-02-04
CUST_02377,SP,2022-01-29
CUST_02378,SC,2022-09-20
CUST_02379,RJ,2022-08-09
CUST_02380,SC,2022-02-22
CUST_02381,SC,2022-10-06
CUST_02382,BA,2022-12-19
CUST_02383,ES,2022-03-17
CUST_02384,RJ,2022-06-25
CUST_02385,SP,2022-01-10
CUST_02386,MG,2022-04-27
CUST_02387,SP,2022-10-07
CUST_02388,MG,2022-08-06
CUST_02389,RS,2022-06-24
CUST_02390,RS,2022-08-22
CUST_02391,SP,2022-09-09
CUST_02392,SP,2022-10-22
CUST_02393,RJ,2022-11-18
CUST_02394,SP,2022-01-06
CUST_02395,GO,2022-01-21
CUST_02396,SP,2022-03-14
CUST_02397,SP,2022-11-26
CUST_02398,SP,2022-02-05
CUST_02399,MG,2022-08-21
CUST_02400,MG,2022-08-04
CUST_02401,SP,2022-07-25
CUST_02402,SP,2022-02-13
CUST_02403,SP,2022-04-01
CUST_02404,SP,2022-11-12
CUST_02405,RS,2022-04-03
CUST_02406,MG,2022-12-05
CUST_02407,SP,2022-03-24
CUST_02408,SP,2022-11-29
CUST_02409,Other,2022-10-09
CUST_02410,RJ,2022-01-21
CUST_02411,RS,2022-08-16
CUST_02412,SP,2022-05-10
CUST_02413,RJ,2022-06-24
CUST_02414,SP,2022-04-18
CUST_02415,RJ,2022-10-10
CUST_02416,Other,2022-03-12
CUST_02417,SP,2022-02-19
CUST_02418,SP,2022-04-05
CUST_02419,SP,2022-10-06
CUST_02420,SP,2022-12-03
CUST_02421,SP,2022-05-12
CUST_02422,SP,2022-10-03
CUST_02423,PR,2022-01-13
CUST_02424,RJ,2022-01-03
CUST_02425,SP,2022-08-12
CUST_02426,ES,2022-06-24
CUST_02427,SP,2022-03-31
CUST_02428,CE,2022-08-29
CUST_02429,SP,2022-02-04
CUST_02430,GO,2022-01-14
CUST_02431,MG,2022-07-14
CUST_02432,SC,2022-11-02
CUST_02433,Other,2022-11-30
CUST_02434,SP,2022-08-01
CUST_02435,Other,2022-01-03
CUST_02436,SP,2022-06-28
CUST_02437,SP,2022-02-09
CUST_02438,SP,2022-06-13
CUST_02439,RJ,2022-11-03
CUST_02440,SP,2022-08-23
CUST_02441,MG,2022-09-14
CUST_02442,RJ,2022-12-26
CUST_02443,PR,2022-04-26
CUST_02444,BA,2022-02-21
CUST_02445,RJ,2022-05-22
CUST_02446,SP,2022-03-27
CUST_02447,SP,2022-02-15
CUST_02448,SP,2022-11-28
CUST_02449,SP,2022-08-26
CUST_02450,SP,2022-01-10
CUST_02451,SP,2022-06-01
CUST_02452,Other,2022-03-02
CUST_02453,MG,2022-01-18
CUST_02454,SP,2022-03-27
CUST_02455,MG,2022-05-17
CUST_02456,SP,2022-08-18
CUST_02457,RJ,2022-05-08
CUST_02458,MG,2022-04-14
CUST_02459,RJ,2022-07-05
CUST_02460,SP,2022-06-27
CUST_02461,Other,2022-12-23
CUST_02462,GO,2022-01-06
CUST_02463,MG,2022-12-07
CUST_02464,MG,2022-11-03
CUST_02465,MG,2022-02-05
CUST_02466,SP,2022-11-23
CUST_02467,SP,2022-12-22
CUST_02468,SP,2022-10-08
CUST_02469,RJ,2022-10-27
CUST_02470,RJ,2022-01-14
CUST_02471,SP,2022-08-25
CUST_02472,Other,2022-10-12
CUST_02473,ES,2022-11-26
CUST_02474,PR,2022-02-19
CUST_02475,RJ,2022-09-18
CUST_02476,BA,2022-04-20
CUST_02477,SP,2022-07-16
CUST_02478,SC,2022-09-09
CUST_02479,SP,2022-03-29
CUST_02480,SC,2022-11-09
CUST_02481,SP,2022-01-26
CUST_02482,GO,2022-09-19
CUST_02483,CE,2022-05-24
CUST_02484,SP,2022-03-01
CUST_02485,RJ,2022-12-22
CUST_02486,Other,2022-09-25
CUST_02487,RJ,2022-03-16
CUST_02488,BA,2022-01-03
CUST_02489,MG,2022-03-04
CUST_02490,SP,2022-08-24
CUST_02491,SP,2022-08-17
CUST_02492,SP,2022-10-02
CUST_02493,PR,2022-01-18
CUST_02494,SP,2022-03-21
CUST_02495,RJ,2022-08-03
CUST_02496,RJ,2022-06-20
CUST_02497,MG,2022-11-25
CUST_02498,BA,2022-09-12
CUST_02499,Other,2022-05-06
CUST_02500,SP,2022-09-12
CUST_02501,SC,2022-03-13
CUST_02502,PR,2022-02-07
CUST_02503,MG,2022-11-20
CUST_02504,CE,2022-07-23
CUST_02505,SP,2022-06-21
CUST_02506,SP,2022-08-11
CUST_02507,BA,2022-08-05
CUST_02508,RJ,2022-09-02
CUST_02509,BA,2022-12-02
CUST_02510,GO,2022-07-10
CUST_02511,SP,2022-10-25
CUST_02512,GO,2022-11-16
CUST_02513,RJ,2022-07-01
CUST_02514,RJ,2022-11-30
CUST_02515,MG,2022-07-24
CUST_02516,PE,2022-12-27
CUST_02517,SP,2022-07-18
CUST_02518,RJ,2022-11-28
CUST_02519,RS,2022-06-14
CUST_02520,PR,2022-08-30
CUST_02521,RS,2022-05-10
CUST_02522,SP,2022-08-15
CUST_02523,SP,2022-05-02
CUST_02524,SP,2022-02-13
CUST_02525,SC,2022-07-15
CUST_02526,SP,2022-12-24
CUST_02527,SP,2022-07-23
CUST_02528,CE,2022-11-14
CUST_02529,SP,2022-09-14
CUST_02530,Other,2022-01-17
CUST_02531,RS,2022-09-29
CUST_02532,SC,2022-01-09
CUST_02533,SP,2022-09-06
CUST_02534,SP,2022-07-20
CUST_02535,PR,2022-02-28
CUST_02536,BA,2022-05-20
CUST_02537,PR,2022-04-29
CUST_02538,SP,2022-02-10
CUST_02539,PR,2022-11-18
CUST_02540,PR,2022-11-27
CUST_02541,MG,2022-09-24
CUST_02542,PR,2022-01-08
CUST_02543,BA,2022-07-02
CUST_02544,MG,2022-05-14
CUST_02545,SP,2022-06-30
CUST_02546,RJ,2022-12-21
CUST_02547,SP,2022-03-13
CUST_02548,SP,2022-04-23
CUST_02549,SP,2022-04-17
CUST_02550,SP,2022-10-17
CUST_02551,SP,2022-11-09
CUST_02552,SP,2022-04-27
CUST_02553,SC,2022-04-30
CUST_02554,CE,2022-05-27
CUST_02555,SP,2022-11-23
CUST_02556,CE,2022-07-29
CUST_02557,RJ,2022-10-23
CUST_02558,SP,2022-04-13
CUST_02559,SP,2022-05-04
CUST_02560,RJ,2022-09-02
CUST_02561,SC,2022-12-22
CUST_02562,RS,2022-07-28
CUST_02563,SP,2022-11-10
CUST_02564,SP,2022-04-19
CUST_02565,SP,2022-12-14
CUST_02566,SP,2022-02-19
CUST_02567,SP,2022-04-15
CUST_02568,SP,2022-01-27
CUST_02569,SC,2022-10-15
CUST_02570,PE,2022-09-14
CUST_02571,SP,2022-09-30
CUST_02572,ES,2022-05-17
CUST_02573,SP,2022-12-06
CUST_02574,RJ,2022-10-28
CUST_02575,SP,2022-11-18
CUST_02576,MG,2022-02-01
CUST_02577,Other,2022-02-14
CUST_02578,MG,2022-09-22
CUST_02579,SP,2022-01-30
CUST_02580,MG,2022-03-25
CUST_02581,SP,2022-06-15
CUST_02582,GO,2022-11-12
CUST_02583,RJ,2022-01-01
CUST_02584,RJ,2022-09-06
CUST_02585,MG,2022-09-18
CUST_02586,MG,2022-03-04
CUST_02587,SP,2022-06-13
CUST_02588,RS,2022-11-17
CUST_02589,SP,2022-11-30
CUST_02590,RS,2022-07-20
CUST_02591,SC,2022-08-10
CUST_02592,SC,2022-06-01
CUST_02593,MG,2022-05-12
CUST_02594,RJ,2022-04-24
CUST_02595,SP,2022-08-05
CUST_02596,PR,2022-07-15
CUST_02597,SP,2022-10-08
CUST_02598,RJ,2022-07-21
CUST_02599,SP,2022-05-15
CUST_02600,SP,2022-08-22
CUST_02601,MG,2022-05-21
CUST_02602,SP,2022-07-15
CUST_02603,PR,2022-02-12
CUST_02604,SP,2022-02-26
CUST_02605,SP,2022-05-22
CUST_02606,RJ,2022-07-29
CUST_02607,SP,2022-03-13
CUST_02608,SP,2022-08-12
CUST_02609,RS,2022-01-27
CUST_02610,SP,2022-05-08
CUST_02611,BA,2022-04-16
CUST_02612,SP,2022-06-14
CUST_02613,SP,2022-08-03
CUST_02614,PR,2022-03-12
CUST_02615,SP,2022-07-23
CUST_02616,SP,2022-06-02
CUST_02617,SP,2022-03-08
CUST_02618,SP,2022-03-31
CUST_02619,BA,2022-09-17
CUST_02620,SP,2022-12-28
CUST_02621,SC,2022-08-16
CUST_02622,GO,2022-03-20
CUST_02623,RJ,2022-04-06
CUST_02624,ES,2022-12-15
CUST_02625,SP,2022-11-26
CUST_02626,Other,2022-09-03
CUST_02627,SP,2022-09-29
CUST_02628,RS,2022-06-06
CUST_02629,RJ,2022-04-26
CUST_02630,SP,2022-01-18
CUST_02631,MG,2022-06-21
CUST_02632,RS,2022-01-16
CUST_02633,SP,2022-08-28
CUST_02634,SP,2022-02-25
CUST_02635,RS,2022-03-20
CUST_02636,RS,2022-04-13
CUST_02637,Other,2022-10-11
CUST_02638,PR,2022-07-12
CUST_02639,CE,2022-01-05
CUST_02640,RS,2022-04-16
CUST_02641,SP,2022-10-05
CUST_02642,SP,2022-04-10
CUST_02643,SC,2022-08-26
CUST_02644,MG,2022-09-26
CUST_02645,SP,2022-11-17
CUST_02646,SP,2022-03-27
CUST_02647,CE,2022-11-16
CUST_02648,RJ,2022-02-01
CUST_02649,RJ,2022-12-02
CUST_02650,RJ,2022-02-20
CUST_02651,SP,2022-03-20
CUST_02652,SP,2022-07-05
CUST_02653,SP,2022-06-23
CUST_02654,SP,2022-04-16
CUST_02655,PR,2022-03-04
CUST_02656,SP,2022-03-17
CUST_02657,SC,2022-11-12
CUST_02658,BA,2022-11-17
CUST_02659,SP,2022-03-22
CUST_02660,MG,2022-12-27
CUST_02661,RJ,2022-05-08
CUST_02662,GO,2022-07-02
CUST_02663,SP,2022-08-31
CUST_02664,RS,2022-07-04
CUST_02665,MG,2022-08-08
CUST_02666,SP,2022-03-12
CUST_02667,SP,2022-12-08
CUST_02668,MG,2022-06-03
CUST_02669,PR,2022-09-02
CUST_02670,SP,2022-05-20
CUST_02671,MG,2022-03-12
CUST_02672,SP,2022-02-15
CUST_02673,RS,2022-02-16
CUST_02674,SP,2022-03-20
CUST_02675,GO,2022-05-29
CUST_02676,SP,2022-05-10
CUST_02677,SP,2022-05-07
CUST_02678,SP,2022-12-31
CUST_02679,SP,2022-04-29
CUST_02680,RJ,2022-12-23
CUST_02681,SP,2022-09-19
CUST_02682,BA,2022-09-01
CUST_02683,SP,2022-04-13
CUST_02684,SP,2022-02-06
CUST_02685,SP,2022-05-22
CUST_02686,SP,2022-02-06
