order_id,customer_id,order_date,delivery_date,category,product_price,quantity,revenue,freight_value,total_value,payment_type,review_score,delivery_days,order_status,year,month,quarter,year_month
ORD_003705,CUST_00688,2022-12-05,2022-12-13,Electronics,190.78,1,190.78,29.35,220.13,credit_card,4,8,delivered,2022,12,Q4,2022-12
ORD_003706,CUST_06721,2022-12-05,2022-12-07,Sports & Leisure,113.23,1,113.23,24.38,137.61,voucher,4,2,delivered,2022,12,Q4,2022-12
ORD_003707,CUST_02620,2022-12-05,2023-01-01,Health & Beauty,39.99,1,39.99,13.91,53.9,credit_card,3,27,delivered,2022,12,Q4,2022-12
ORD_003708,CUST_04703,2022-12-05,2022-12-13,Toys & Baby,16.84,1,16.84,36.84,53.68,voucher,4,8,delivered,2022,12,Q4,2022-12
ORD_003709,CUST_01469,2022-12-05,2022-12-10,Electronics,437.82,2,875.65,19.12,894.77,credit_card,4,5,delivered,2022,12,Q4,2022-12
ORD_003710,CUST_04584,2022-12-05,2022-12-12,Health & Beauty,70.46,1,70.46,16.36,86.82,boleto,5,7,delivered,2022,12,Q4,2022-12
ORD_003711,CUST_03681,2022-12-05,2022-12-18,Auto,121.69,2,243.38,13.13,256.51,credit_card,5,13,delivered,2022,12,Q4,2022-12
ORD_003712,CUST_03945,2022-12-05,2022-12-19,Sports & Leisure,81.15,1,81.15,37.82,118.97,credit_card,5,14,delivered,2022,12,Q4,2022-12
ORD_003713,CUST_04908,2022-12-05,2022-12-08,Books,16.61,1,16.61,7.22,23.83,credit_card,5,3,shipped,2022,12,Q4,2022-12
ORD_003714,CUST_06016,2022-12-05,2022-12-06,Books,10.97,1,10.97,31.34,42.31,credit_card,5,1,delivered,2022,12,Q4,2022-12
ORD_003715,CUST_07193,2022-12-05,2023-01-02,Computers,865.58,1,865.58,26.99,892.57,boleto,3,28,processing,2022,12,Q4,2022-12
ORD_003716,CUST_05038,2022-12-05,2022-12-13,Sports & Leisure,144.56,1,144.56,41.99,186.55,credit_card,5,8,delivered,2022,12,Q4,2022-12
ORD_003717,CUST_06087,2022-12-05,2022-12-09,Health & Beauty,72.59,1,72.59,10.91,83.5,credit_card,4,4,delivered,2022,12,Q4,2022-12
ORD_003718,CUST_01160,2022-12-06,2022-12-14,Housewares,90.24,1,90.24,15.03,105.27,credit_card,5,8,delivered,2022,12,Q4,2022-12
ORD_003719,CUST_02313,2022-12-06,2022-12-20,Furniture & Decor,281.42,2,562.85,39.38,602.23,credit_card,3,14,delivered,2022,12,Q4,2022-12
ORD_003720,CUST_04853,2022-12-06,2022-12-11,Watches & Gifts,92.78,1,92.78,8.63,101.41,credit_card,5,5,delivered,2022,12,Q4,2022-12
ORD_003721,CUST_05886,2022-12-06,2022-12-22,Auto,76.45,1,76.45,14.31,90.76,credit_card,5,16,processing,2022,12,Q4,2022-12
ORD_003722,CUST_05612,2022-12-06,2022-12-11,Electronics,314.16,1,314.16,26.65,340.81,credit_card,4,5,delivered,2022,12,Q4,2022-12
ORD_003723,CUST_03938,2022-12-06,2022-12-07,Books,7.53,1,7.53,36.55,44.08,credit_card,4,1,delivered,2022,12,Q4,2022-12
ORD_003724,CUST_07800,2022-12-06,2022-12-13,Electronics,472.78,2,945.55,29.25,974.8,credit_card,5,7,delivered,2022,12,Q4,2022-12
ORD_003725,CUST_02464,2022-12-06,2022-12-22,Electronics,393.18,2,786.36,39.43,825.79,credit_card,4,16,delivered,2022,12,Q4,2022-12
ORD_003726,CUST_01470,2022-12-06,2022-12-08,Books,18.81,1,18.81,16.01,34.82,credit_card,5,2,delivered,2022,12,Q4,2022-12
ORD_003727,CUST_07014,2022-12-06,2022-12-09,Health & Beauty,36.88,1,36.88,43.58,80.46,credit_card,5,3,delivered,2022,12,Q4,2022-12
ORD_003728,CUST_06614,2022-12-06,2022-12-10,Health & Beauty,33.77,1,33.77,40.67,74.44,debit_card,2,4,delivered,2022,12,Q4,2022-12
ORD_003729,CUST_02704,2022-12-06,2022-12-13,Toys & Baby,35.87,2,71.74,39.05,110.79,boleto,4,7,delivered,2022,12,Q4,2022-12
ORD_003730,CUST_06714,2022-12-06,2022-12-24,Housewares,10.33,1,10.33,44.13,54.46,credit_card,1,18,delivered,2022,12,Q4,2022-12
ORD_003731,CUST_06994,2022-12-06,2022-12-12,Toys & Baby,33.13,1,33.13,11.75,44.88,credit_card,5,6,delivered,2022,12,Q4,2022-12
ORD_003732,CUST_07326,2022-12-06,2022-12-09,Housewares,30.69,1,30.69,35.18,65.87,boleto,5,3,delivered,2022,12,Q4,2022-12
ORD_003733,CUST_00768,2022-12-06,2022-12-14,Computers,650.22,1,650.22,44.43,694.65,credit_card,4,8,delivered,2022,12,Q4,2022-12
ORD_003734,CUST_00024,2022-12-07,2022-12-13,Housewares,13.24,3,39.72,43.89,83.61,credit_card,5,6,delivered,2022,12,Q4,2022-12
ORD_003735,CUST_05909,2022-12-07,2022-12-21,Toys & Baby,45.28,1,45.28,28.48,73.76,credit_card,5,14,delivered,2022,12,Q4,2022-12
ORD_003736,CUST_03345,2022-12-07,2022-12-10,Sports & Leisure,55.51,1,55.51,33.03,88.54,credit_card,4,3,delivered,2022,12,Q4,2022-12
ORD_003737,CUST_07958,2022-12-07,2022-12-16,Books,5.0,2,10.0,31.49,41.49,credit_card,2,9,delivered,2022,12,Q4,2022-12
ORD_003738,CUST_07901,2022-12-07,2022-12-19,Housewares,154.44,1,154.44,34.62,189.06,credit_card,5,12,processing,2022,12,Q4,2022-12
ORD_003739,CUST_01726,2022-12-07,2022-12-20,Health & Beauty,63.45,1,63.45,26.27,89.72,boleto,1,13,delivered,2022,12,Q4,2022-12
ORD_003740,CUST_04894,2022-12-07,2022-12-08,Books,20.98,1,20.98,34.67,55.65,credit_card,5,1,delivered,2022,12,Q4,2022-12
ORD_003741,CUST_05816,2022-12-07,2023-01-03,Books,34.45,1,34.45,44.11,78.56,credit_card,5,27,delivered,2022,12,Q4,2022-12
ORD_003742,CUST_01450,2022-12-07,2022-12-08,Sports & Leisure,48.19,1,48.19,14.74,62.93,voucher,5,1,delivered,2022,12,Q4,2022-12
ORD_003743,CUST_01526,2022-12-07,2022-12-21,Electronics,565.35,1,565.35,9.23,574.58,boleto,4,14,delivered,2022,12,Q4,2022-12
ORD_003744,CUST_00538,2022-12-07,2022-12-10,Health & Beauty,38.86,1,38.86,33.7,72.56,credit_card,5,3,delivered,2022,12,Q4,2022-12
ORD_003745,CUST_03376,2022-12-07,2022-12-21,Auto,63.77,1,63.77,38.57,102.34,credit_card,5,14,delivered,2022,12,Q4,2022-12
ORD_003746,CUST_05476,2022-12-07,2022-12-13,Sports & Leisure,48.45,1,48.45,24.82,73.27,credit_card,5,6,delivered,2022,12,Q4,2022-12
ORD_003747,CUST_06819,2022-12-07,2022-12-08,Watches & Gifts,188.8,1,188.8,35.57,224.37,credit_card,5,1,delivered,2022,12,Q4,2022-12
ORD_003748,CUST_03286,2022-12-07,2022-12-25,Auto,97.79,1,97.79,34.45,132.24,voucher,4,18,delivered,2022,12,Q4,2022-12
ORD_003749,CUST_04247,2022-12-07,2022-12-08,Auto,5.0,3,15.0,42.56,57.56,credit_card,5,1,delivered,2022,12,Q4,2022-12
ORD_003750,CUST_04224,2022-12-08,2022-12-15,Electronics,489.33,2,978.66,12.6,991.26,voucher,5,7,delivered,2022,12,Q4,2022-12
ORD_003751,CUST_02760,2022-12-08,2023-01-14,Auto,146.29,1,146.29,40.3,186.59,voucher,5,37,delivered,2022,12,Q4,2022-12
ORD_003752,CUST_00189,2022-12-08,2022-12-16,Health & Beauty,5.0,1,5.0,11.35,16.35,credit_card,5,8,delivered,2022,12,Q4,2022-12
ORD_003753,CUST_03693,2022-12-08,2022-12-12,Toys & Baby,29.04,1,29.04,24.98,54.02,voucher,5,4,delivered,2022,12,Q4,2022-12
ORD_003754,CUST_03125,2022-12-08,2022-12-14,Sports & Leisure,215.23,2,430.46,32.15,462.61,credit_card,5,6,delivered,2022,12,Q4,2022-12
ORD_003755,CUST_02100,2022-12-08,2022-12-16,Electronics,350.23,2,700.46,36.87,737.33,boleto,5,8,delivered,2022,12,Q4,2022-12
ORD_003756,CUST_05182,2022-12-08,2022-12-17,Computers,633.81,2,1267.61,8.21,1275.82,credit_card,3,9,delivered,2022,12,Q4,2022-12
ORD_003757,CUST_07332,2022-12-08,2022-12-12,Toys & Baby,80.77,1,80.77,42.18,122.95,credit_card,5,4,delivered,2022,12,Q4,2022-12
ORD_003758,CUST_01304,2022-12-08,2022-12-14,Computers,687.64,1,687.64,36.64,724.28,credit_card,3,6,delivered,2022,12,Q4,2022-12
ORD_003759,CUST_03322,2022-12-08,2022-12-17,Auto,115.67,1,115.67,39.78,155.45,credit_card,3,9,delivered,2022,12,Q4,2022-12
ORD_003760,CUST_01272,2022-12-08,2022-12-19,Sports & Leisure,35.74,1,35.74,27.42,63.16,boleto,4,11,delivered,2022,12,Q4,2022-12
ORD_003761,CUST_00160,2022-12-08,2022-12-09,Computers,98.46,1,98.46,12.25,110.71,credit_card,3,1,delivered,2022,12,Q4,2022-12
ORD_003762,CUST_01578,2022-12-08,2022-12-10,Furniture & Decor,228.61,2,457.22,16.92,474.14,credit_card,5,2,delivered,2022,12,Q4,2022-12
ORD_003763,CUST_04110,2022-12-08,2022-12-20,Computers,889.83,1,889.83,20.48,910.31,credit_card,5,12,delivered,2022,12,Q4,2022-12
ORD_003764,CUST_07246,2022-12-08,2022-12-13,Sports & Leisure,68.07,1,68.07,20.88,88.95,credit_card,5,5,delivered,2022,12,Q4,2022-12
ORD_003765,CUST_04781,2022-12-08,2022-12-19,Watches & Gifts,81.04,2,162.09,33.58,195.67,credit_card,3,11,delivered,2022,12,Q4,2022-12
ORD_003766,CUST_07543,2022-12-08,2022-12-13,Housewares,33.57,1,33.57,12.57,46.14,credit_card,5,5,delivered,2022,12,Q4,2022-12
ORD_003767,CUST_07630,2022-12-09,2022-12-16,Sports & Leisure,97.24,1,97.24,28.57,125.81,credit_card,5,7,delivered,2022,12,Q4,2022-12
ORD_003768,CUST_07467,2022-12-09,2022-12-24,Books,5.26,1,5.26,16.29,21.55,credit_card,5,15,delivered,2022,12,Q4,2022-12
ORD_003769,CUST_02016,2022-12-09,2022-12-11,Sports & Leisure,45.49,1,45.49,30.28,75.77,credit_card,5,2,delivered,2022,12,Q4,2022-12
ORD_003770,CUST_07358,2022-12-09,2022-12-20,Health & Beauty,38.05,1,38.05,30.96,69.01,credit_card,4,11,delivered,2022,12,Q4,2022-12
ORD_003771,CUST_07224,2022-12-09,2022-12-26,Health & Beauty,15.89,3,47.66,25.68,73.34,credit_card,3,17,delivered,2022,12,Q4,2022-12
ORD_003772,CUST_07310,2022-12-09,2022-12-12,Health & Beauty,48.95,1,48.95,42.76,91.71,credit_card,5,3,processing,2022,12,Q4,2022-12
ORD_003773,CUST_02769,2022-12-09,2022-12-14,Furniture & Decor,106.18,1,106.18,34.24,140.42,credit_card,5,5,delivered,2022,12,Q4,2022-12
ORD_003774,CUST_07329,2022-12-09,2022-12-13,Electronics,456.63,1,456.63,17.41,474.04,credit_card,2,4,delivered,2022,12,Q4,2022-12
ORD_003775,CUST_05849,2022-12-09,2022-12-26,Health & Beauty,50.88,2,101.76,44.29,146.05,boleto,5,17,delivered,2022,12,Q4,2022-12
ORD_003776,CUST_04151,2022-12-09,2022-12-11,Auto,158.37,1,158.37,18.83,177.2,credit_card,5,2,delivered,2022,12,Q4,2022-12
ORD_003777,CUST_05798,2022-12-09,2022-12-30,Housewares,36.16,1,36.16,42.76,78.92,credit_card,5,21,delivered,2022,12,Q4,2022-12
ORD_003778,CUST_00856,2022-12-09,2022-12-17,Electronics,304.23,1,304.23,25.2,329.43,credit_card,3,8,delivered,2022,12,Q4,2022-12
ORD_003779,CUST_01079,2022-12-09,2022-12-10,Auto,97.83,1,97.83,13.34,111.17,credit_card,3,1,delivered,2022,12,Q4,2022-12
ORD_003780,CUST_03027,2022-12-09,2022-12-18,Housewares,54.33,1,54.33,20.82,75.15,boleto,5,9,delivered,2022,12,Q4,2022-12
ORD_003781,CUST_06824,2022-12-09,2022-12-25,Computers,1223.47,1,1223.47,24.21,1247.68,credit_card,5,16,delivered,2022,12,Q4,2022-12
ORD_003782,CUST_07952,2022-12-09,2022-12-13,Electronics,381.25,1,381.25,34.63,415.88,debit_card,2,4,delivered,2022,12,Q4,2022-12
ORD_003783,CUST_04820,2022-12-10,2022-12-21,Electronics,424.09,1,424.09,36.96,461.05,boleto,5,11,delivered,2022,12,Q4,2022-12
ORD_003784,CUST_04200,2022-12-10,2022-12-15,Electronics,5.0,1,5.0,20.86,25.86,credit_card,1,5,delivered,2022,12,Q4,2022-12
ORD_003785,CUST_01411,2022-12-10,2022-12-12,Books,32.2,1,32.2,7.24,39.44,boleto,5,2,delivered,2022,12,Q4,2022-12
ORD_003786,CUST_03212,2022-12-10,2022-12-23,Health & Beauty,62.28,1,62.28,41.89,104.17,credit_card,5,13,delivered,2022,12,Q4,2022-12
ORD_003787,CUST_03492,2022-12-10,2022-12-26,Furniture & Decor,5.0,1,5.0,8.52,13.52,voucher,5,16,delivered,2022,12,Q4,2022-12
ORD_003788,CUST_07116,2022-12-10,2022-12-23,Furniture & Decor,96.93,1,96.93,42.24,139.17,credit_card,4,13,delivered,2022,12,Q4,2022-12
ORD_003789,CUST_06422,2022-12-10,2022-12-11,Health & Beauty,106.79,1,106.79,34.6,141.39,credit_card,5,1,delivered,2022,12,Q4,2022-12
ORD_003790,CUST_03896,2022-12-10,2022-12-11,Watches & Gifts,209.82,1,209.82,38.83,248.65,credit_card,2,1,delivered,2022,12,Q4,2022-12
ORD_003791,CUST_04873,2022-12-10,2022-12-30,Electronics,479.24,2,958.49,40.65,999.14,credit_card,4,20,delivered,2022,12,Q4,2022-12
ORD_003792,CUST_07338,2022-12-10,2022-12-29,Electronics,346.7,1,346.7,41.77,388.47,credit_card,5,19,delivered,2022,12,Q4,2022-12
ORD_003793,CUST_01651,2022-12-10,2022-12-18,Watches & Gifts,19.57,1,19.57,44.03,63.6,boleto,5,8,delivered,2022,12,Q4,2022-12
ORD_003794,CUST_04347,2022-12-10,2022-12-17,Toys & Baby,17.39,1,17.39,10.34,27.73,credit_card,5,7,delivered,2022,12,Q4,2022-12
ORD_003795,CUST_07568,2022-12-10,2022-12-16,Electronics,344.37,1,344.37,23.12,367.49,boleto,4,6,delivered,2022,12,Q4,2022-12
ORD_003796,CUST_03438,2022-12-10,2022-12-21,Computers,751.2,1,751.2,42.44,793.64,credit_card,5,11,delivered,2022,12,Q4,2022-12
ORD_003797,CUST_01428,2022-12-10,2022-12-19,Books,37.33,1,37.33,13.06,50.39,credit_card,4,9,delivered,2022,12,Q4,2022-12
ORD_003798,CUST_02892,2022-12-10,2022-12-21,Toys & Baby,57.29,2,114.57,40.99,155.56,credit_card,5,11,delivered,2022,12,Q4,2022-12
ORD_003799,CUST_03899,2022-12-11,2022-12-15,Toys & Baby,34.65,1,34.65,43.15,77.8,credit_card,4,4,delivered,2022,12,Q4,2022-12
ORD_003800,CUST_07756,2022-12-11,2022-12-13,Auto,230.05,2,460.11,7.94,468.05,credit_card,4,2,delivered,2022,12,Q4,2022-12
ORD_003801,CUST_03828,2022-12-11,2022-12-16,Health & Beauty,75.21,1,75.21,31.39,106.6,boleto,1,5,delivered,2022,12,Q4,2022-12
ORD_003802,CUST_07487,2022-12-11,2022-12-15,Watches & Gifts,137.6,1,137.6,41.76,179.36,boleto,5,4,delivered,2022,12,Q4,2022-12
ORD_003803,CUST_06347,2022-12-11,2022-12-13,Sports & Leisure,24.6,1,24.6,10.61,35.21,credit_card,2,2,delivered,2022,12,Q4,2022-12
ORD_003804,CUST_00510,2022-12-11,2022-12-20,Electronics,370.73,1,370.73,23.7,394.43,credit_card,5,9,delivered,2022,12,Q4,2022-12
ORD_003805,CUST_03469,2022-12-11,2022-12-22,Furniture & Decor,366.45,2,732.9,27.98,760.88,credit_card,4,11,delivered,2022,12,Q4,2022-12
ORD_003806,CUST_02802,2022-12-11,2022-12-13,Books,30.86,1,30.86,18.48,49.34,credit_card,4,2,delivered,2022,12,Q4,2022-12
ORD_003807,CUST_04281,2022-12-11,2022-12-13,Health & Beauty,32.74,1,32.74,41.95,74.69,credit_card,4,2,delivered,2022,12,Q4,2022-12
ORD_003808,CUST_05956,2022-12-11,2022-12-15,Watches & Gifts,77.97,1,77.97,39.02,116.99,voucher,5,4,delivered,2022,12,Q4,2022-12
ORD_003809,CUST_05674,2022-12-11,2022-12-13,Watches & Gifts,40.96,1,40.96,14.45,55.41,boleto,5,2,delivered,2022,12,Q4,2022-12
ORD_003810,CUST_04342,2022-12-11,2022-12-18,Furniture & Decor,202.79,2,405.57,13.6,419.17,boleto,5,7,delivered,2022,12,Q4,2022-12
ORD_003811,CUST_00232,2022-12-11,2022-12-15,Electronics,368.11,1,368.11,8.59,376.7,boleto,5,4,delivered,2022,12,Q4,2022-12
ORD_003812,CUST_01397,2022-12-11,2022-12-22,Computers,1302.76,1,1302.76,27.84,1330.6,boleto,4,11,delivered,2022,12,Q4,2022-12
ORD_003813,CUST_06380,2022-12-11,2022-12-30,Watches & Gifts,65.74,2,131.48,30.12,161.6,boleto,4,19,delivered,2022,12,Q4,2022-12
ORD_003814,CUST_01787,2022-12-11,2023-01-06,Books,23.05,1,23.05,16.1,39.15,debit_card,5,26,delivered,2022,12,Q4,2022-12
ORD_003815,CUST_03436,2022-12-11,2023-01-23,Housewares,18.89,1,18.89,38.59,57.48,credit_card,5,43,delivered,2022,12,Q4,2022-12
ORD_003816,CUST_02335,2022-12-11,2022-12-12,Electronics,534.64,1,534.64,35.72,570.36,credit_card,5,1,delivered,2022,12,Q4,2022-12
ORD_003817,CUST_07451,2022-12-11,2022-12-21,Health & Beauty,65.36,1,65.36,24.0,89.36,boleto,5,10,delivered,2022,12,Q4,2022-12
ORD_003818,CUST_00173,2022-12-11,2022-12-17,Health & Beauty,54.6,1,54.6,36.47,91.07,credit_card,5,6,delivered,2022,12,Q4,2022-12
ORD_003819,CUST_02902,2022-12-11,2022-12-26,Sports & Leisure,49.25,1,49.25,9.55,58.8,credit_card,4,15,delivered,2022,12,Q4,2022-12
ORD_003820,CUST_06100,2022-12-11,2022-12-26,Electronics,636.13,1,636.13,32.43,668.56,credit_card,5,15,delivered,2022,12,Q4,2022-12
ORD_003821,CUST_06121,2022-12-11,2022-12-17,Health & Beauty,70.05,1,70.05,36.05,106.1,credit_card,5,6,delivered,2022,12,Q4,2022-12
ORD_003822,CUST_02758,2022-12-11,2022-12-13,Electronics,794.66,1,794.66,14.24,808.9,credit_card,4,2,delivered,2022,12,Q4,2022-12
ORD_003823,CUST_06385,2022-12-12,2022-12-27,Computers,925.44,2,1850.88,13.57,1864.45,credit_card,5,15,delivered,2022,12,Q4,2022-12
ORD_003824,CUST_00462,2022-12-12,2022-12-21,Computers,1259.85,1,1259.85,8.35,1268.2,credit_card,5,9,delivered,2022,12,Q4,2022-12
ORD_003825,CUST_04045,2022-12-12,2022-12-16,Auto,31.38,1,31.38,6.51,37.89,boleto,5,4,delivered,2022,12,Q4,2022-12
ORD_003826,CUST_04444,2022-12-12,2022-12-14,Sports & Leisure,65.89,1,65.89,43.97,109.86,voucher,2,2,delivered,2022,12,Q4,2022-12
ORD_003827,CUST_07540,2022-12-12,2023-02-10,Computers,632.15,1,632.15,20.32,652.47,credit_card,5,60,delivered,2022,12,Q4,2022-12
ORD_003828,CUST_04449,2022-12-12,2022-12-17,Watches & Gifts,167.43,1,167.43,36.89,204.32,credit_card,4,5,delivered,2022,12,Q4,2022-12
ORD_003829,CUST_07415,2022-12-12,2022-12-13,Watches & Gifts,97.55,3,292.64,13.01,305.65,credit_card,4,1,delivered,2022,12,Q4,2022-12
ORD_003830,CUST_02559,2022-12-12,2022-12-16,Furniture & Decor,139.12,1,139.12,31.11,170.23,credit_card,3,4,delivered,2022,12,Q4,2022-12
ORD_003831,CUST_05281,2022-12-12,2022-12-19,Watches & Gifts,32.21,1,32.21,23.4,55.61,credit_card,5,7,delivered,2022,12,Q4,2022-12
ORD_003832,CUST_02552,2022-12-12,2022-12-16,Health & Beauty,65.07,3,195.2,12.39,207.59,credit_card,5,4,delivered,2022,12,Q4,2022-12
ORD_003833,CUST_00710,2022-12-12,2022-12-14,Housewares,84.55,2,169.1,28.95,198.05,credit_card,5,2,delivered,2022,12,Q4,2022-12
ORD_003834,CUST_05311,2022-12-12,2022-12-18,Health & Beauty,41.62,1,41.62,8.24,49.86,credit_card,5,6,delivered,2022,12,Q4,2022-12
ORD_003835,CUST_06359,2022-12-12,2022-12-17,Books,30.94,1,30.94,44.82,75.76,credit_card,5,5,processing,2022,12,Q4,2022-12
ORD_003836,CUST_04824,2022-12-12,2022-12-17,Toys & Baby,32.49,1,32.49,38.26,70.75,credit_card,5,5,delivered,2022,12,Q4,2022-12
ORD_003837,CUST_00519,2022-12-12,2022-12-22,Computers,457.11,1,457.11,28.05,485.16,voucher,3,10,delivered,2022,12,Q4,2022-12
ORD_003838,CUST_06404,2022-12-12,2022-12-25,Housewares,63.38,1,63.38,44.59,107.97,boleto,3,13,delivered,2022,12,Q4,2022-12
ORD_003839,CUST_07543,2022-12-12,2022-12-15,Furniture & Decor,213.12,1,213.12,7.41,220.53,credit_card,4,3,delivered,2022,12,Q4,2022-12
ORD_003840,CUST_06639,2022-12-12,2022-12-18,Sports & Leisure,8.4,1,8.4,19.06,27.46,credit_card,4,6,delivered,2022,12,Q4,2022-12
ORD_003841,CUST_06511,2022-12-13,2022-12-21,Health & Beauty,5.0,1,5.0,23.38,28.38,credit_card,5,8,delivered,2022,12,Q4,2022-12
ORD_003842,CUST_05185,2022-12-13,2022-12-18,Housewares,27.78,1,27.78,23.54,51.32,credit_card,3,5,delivered,2022,12,Q4,2022-12
ORD_003843,CUST_03115,2022-12-13,2022-12-27,Sports & Leisure,90.26,1,90.26,40.36,130.62,boleto,5,14,shipped,2022,12,Q4,2022-12
ORD_003844,CUST_07552,2022-12-13,2022-12-26,Health & Beauty,29.66,1,29.66,43.27,72.93,credit_card,4,13,delivered,2022,12,Q4,2022-12
ORD_003845,CUST_02272,2022-12-13,2023-01-01,Computers,897.21,2,1794.42,24.74,1819.16,boleto,5,19,delivered,2022,12,Q4,2022-12
ORD_003846,CUST_07362,2022-12-13,2022-12-15,Auto,170.22,1,170.22,6.11,176.33,credit_card,5,2,delivered,2022,12,Q4,2022-12
ORD_003847,CUST_06629,2022-12-13,2022-12-16,Furniture & Decor,272.29,1,272.29,42.75,315.04,boleto,4,3,delivered,2022,12,Q4,2022-12
ORD_003848,CUST_07821,2022-12-13,2022-12-17,Computers,578.11,2,1156.23,10.86,1167.09,credit_card,4,4,delivered,2022,12,Q4,2022-12
ORD_003849,CUST_00713,2022-12-13,2022-12-21,Housewares,40.76,1,40.76,42.37,83.13,credit_card,5,8,delivered,2022,12,Q4,2022-12
ORD_003850,CUST_05965,2022-12-13,2022-12-14,Furniture & Decor,248.88,1,248.88,24.49,273.37,credit_card,5,1,delivered,2022,12,Q4,2022-12
ORD_003851,CUST_04376,2022-12-13,2022-12-20,Health & Beauty,42.66,1,42.66,32.96,75.62,credit_card,5,7,processing,2022,12,Q4,2022-12
ORD_003852,CUST_01273,2022-12-13,2022-12-18,Furniture & Decor,207.35,1,207.35,5.16,212.51,credit_card,5,5,delivered,2022,12,Q4,2022-12
ORD_003853,CUST_06131,2022-12-13,2022-12-14,Sports & Leisure,78.22,1,78.22,33.11,111.33,credit_card,5,1,delivered,2022,12,Q4,2022-12
ORD_003854,CUST_07164,2022-12-13,2022-12-22,Books,8.29,1,8.29,24.88,33.17,credit_card,5,9,delivered,2022,12,Q4,2022-12
ORD_003855,CUST_00241,2022-12-14,2022-12-21,Computers,1016.52,1,1016.52,5.3,1021.82,boleto,4,7,delivered,2022,12,Q4,2022-12
ORD_003856,CUST_07187,2022-12-14,2022-12-15,Housewares,30.74,1,30.74,41.3,72.04,credit_card,2,1,delivered,2022,12,Q4,2022-12
ORD_003857,CUST_00242,2022-12-14,2022-12-16,Health & Beauty,92.97,1,92.97,34.91,127.88,credit_card,4,2,delivered,2022,12,Q4,2022-12
ORD_003858,CUST_00311,2022-12-14,2022-12-17,Health & Beauty,66.29,2,132.57,35.11,167.68,voucher,5,3,delivered,2022,12,Q4,2022-12
ORD_003859,CUST_04706,2022-12-14,2023-01-07,Health & Beauty,97.9,1,97.9,36.17,134.07,credit_card,5,24,shipped,2022,12,Q4,2022-12
ORD_003860,CUST_06141,2022-12-14,2022-12-22,Health & Beauty,84.32,1,84.32,30.73,115.05,boleto,2,8,delivered,2022,12,Q4,2022-12
ORD_003861,CUST_05099,2022-12-14,2023-01-03,Sports & Leisure,58.21,1,58.21,29.12,87.33,credit_card,2,20,delivered,2022,12,Q4,2022-12
ORD_003862,CUST_07746,2022-12-14,2022-12-25,Electronics,363.38,1,363.38,11.19,374.57,credit_card,4,11,delivered,2022,12,Q4,2022-12
ORD_003863,CUST_00127,2022-12-15,2022-12-20,Health & Beauty,6.22,2,12.44,10.74,23.18,credit_card,3,5,delivered,2022,12,Q4,2022-12
ORD_003864,CUST_02473,2022-12-15,2022-12-17,Electronics,361.64,1,361.64,15.45,377.09,voucher,1,2,processing,2022,12,Q4,2022-12
ORD_003865,CUST_04486,2022-12-15,2022-12-27,Computers,384.07,1,384.07,8.43,392.5,boleto,5,12,delivered,2022,12,Q4,2022-12
ORD_003866,CUST_01133,2022-12-15,2023-01-04,Electronics,5.0,1,5.0,8.77,13.77,credit_card,5,20,delivered,2022,12,Q4,2022-12
ORD_003867,CUST_07440,2022-12-15,2022-12-16,Electronics,608.59,3,1825.76,13.92,1839.68,debit_card,2,1,delivered,2022,12,Q4,2022-12
ORD_003868,CUST_01539,2022-12-15,2022-12-30,Sports & Leisure,31.18,1,31.18,41.27,72.45,credit_card,5,15,delivered,2022,12,Q4,2022-12
ORD_003869,CUST_06198,2022-12-15,2022-12-18,Watches & Gifts,111.35,1,111.35,35.15,146.5,credit_card,5,3,delivered,2022,12,Q4,2022-12
ORD_003870,CUST_06657,2022-12-15,2022-12-17,Health & Beauty,40.8,1,40.8,8.27,49.07,credit_card,5,2,canceled,2022,12,Q4,2022-12
ORD_003871,CUST_00820,2022-12-15,2022-12-28,Books,23.96,1,23.96,27.63,51.59,credit_card,3,13,delivered,2022,12,Q4,2022-12
ORD_003872,CUST_07771,2022-12-15,2023-01-01,Electronics,463.83,1,463.83,26.04,489.87,credit_card,2,17,delivered,2022,12,Q4,2022-12
ORD_003873,CUST_01540,2022-12-15,2022-12-29,Electronics,463.54,1,463.54,31.38,494.92,boleto,5,14,delivered,2022,12,Q4,2022-12
ORD_003874,CUST_06065,2022-12-15,2022-12-19,Sports & Leisure,55.91,1,55.91,6.33,62.24,credit_card,5,4,delivered,2022,12,Q4,2022-12
ORD_003875,CUST_07958,2022-12-15,2022-12-18,Health & Beauty,51.58,3,154.73,7.76,162.49,boleto,3,3,delivered,2022,12,Q4,2022-12
ORD_003876,CUST_06115,2022-12-15,2022-12-19,Computers,1189.94,2,2379.88,22.45,2402.33,voucher,4,4,delivered,2022,12,Q4,2022-12
ORD_003877,CUST_05446,2022-12-15,2022-12-16,Computers,1003.93,1,1003.93,16.47,1020.4,credit_card,3,1,delivered,2022,12,Q4,2022-12
ORD_003878,CUST_05311,2022-12-15,2022-12-24,Electronics,280.26,1,280.26,11.05,291.31,boleto,5,9,delivered,2022,12,Q4,2022-12
ORD_003879,CUST_07656,2022-12-15,2022-12-22,Electronics,483.85,1,483.85,11.74,495.59,credit_card,5,7,delivered,2022,12,Q4,2022-12
